Uniprot ID	Gene	UniprotKB Keywords ID	UniprotKB Keywords Name	GO Keywords ID	GO Keywords Name
P98170	XIAP	KW-0646|KW-0789|KW-0808	Protease inhibitor|Thiol protease inhibitor|Transferase	GO:0043027|GO:0042802|GO:0046872|GO:0061630|GO:0004842	cysteine-type endopeptidase inhibitor activity involved in apoptotic process|identical protein binding|metal ion binding|ubiquitin protein ligase activity|ubiquitin-protein transferase activity
Q9UNQ0	ABCG2			GO:0042626|GO:0005524|GO:0015232|GO:0042802|GO:0042803|GO:0005215|GO:0008559	ATPase activity, coupled to transmembrane movement of substances|ATP binding|heme transporter activity|identical protein binding|protein homodimerization activity|transporter activity|xenobiotic transmembrane transporting ATPase activity
P24182	accC	KW-0436	Ligase	GO:0003989|GO:0005524|GO:0004075|GO:0046872	acetyl-CoA carboxylase activity|ATP binding|biotin carboxylase activity|metal ion binding
Q15375	EPHA7	KW-0217|KW-0418|KW-0675|KW-0808|KW-0829	Developmental protein|Kinase|Receptor|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0008046|GO:0045499|GO:0046875|GO:0005004|GO:0004713	ATP binding|axon guidance receptor activity|chemorepellent activity|ephrin receptor binding|GPI-linked ephrin receptor activity|protein tyrosine kinase activity
Q8TD08	MAPK15	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0003682|GO:0016301|GO:0004707|GO:0004672|GO:0017124	ATP binding|chromatin binding|kinase activity|MAP kinase activity|protein kinase activity|SH3 domain binding
O96017	CHEK2	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0042802|GO:0016301|GO:0046872|GO:0042803|GO:0019901|GO:0004674|GO:0031625	ATP binding|identical protein binding|kinase activity|metal ion binding|protein homodimerization activity|protein kinase binding|protein serine/threonine kinase activity|ubiquitin protein ligase binding
P00766	N/A	KW-0378|KW-0645|KW-0720	Hydrolase|Protease|Serine protease	GO:0004252|GO:0097655	serine-type endopeptidase activity|serpin family protein binding
P06766	Polb	KW-0238|KW-0239|KW-0456|KW-0548|KW-0808	DNA-binding|DNA-directed DNA polymerase|Lyase|Nucleotidyltransferase|Transferase	GO:0003684|GO:0003677|GO:0003887|GO:0019899|GO:0016829|GO:0046872|GO:0008017	damaged DNA binding|DNA binding|DNA-directed DNA polymerase activity|enzyme binding|lyase activity|metal ion binding|microtubule binding
P00375	Dhfr	KW-0560|KW-0694	Oxidoreductase|RNA-binding	GO:0004146|GO:0051871|GO:0008144|GO:0005542|GO:0051870|GO:0003729|GO:0050661|GO:0070402|GO:1990825|GO:0000900	dihydrofolate reductase activity|dihydrofolic acid binding|drug binding|folic acid binding|methotrexate binding|mRNA binding|NADP binding|NADPH binding|sequence-specific mRNA binding|translation repressor activity, mRNA regulatory element binding
O60930	RNASEH1	KW-0255|KW-0378|KW-0540	Endonuclease|Hydrolase|Nuclease	GO:0000287|GO:0003676|GO:0004540|GO:0003723|GO:0004523	magnesium ion binding|nucleic acid binding|ribonuclease activity|RNA binding|RNA-DNA hybrid ribonuclease activity
P0A7Y4	rnhA	KW-0255|KW-0378|KW-0540	Endonuclease|Hydrolase|Nuclease	GO:0004519|GO:0046872|GO:0003676|GO:0004523	endonuclease activity|metal ion binding|nucleic acid binding|RNA-DNA hybrid ribonuclease activity
Q13526	PIN1	KW-0413|KW-0697	Isomerase|Rotamase	GO:0008013|GO:0032794|GO:0031434|GO:0003774|GO:0003755|GO:0051219|GO:0050815|GO:0050816	beta-catenin binding|GTPase activating protein binding|mitogen-activated protein kinase kinase binding|motor activity|peptidyl-prolyl cis-trans isomerase activity|phosphoprotein binding|phosphoserine residue binding|phosphothreonine residue binding
P19139	Csnk2a1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0004674|GO:0043021	ATP binding|protein serine/threonine kinase activity|ribonucleoprotein complex binding
P35557	GCK	KW-0021|KW-0418|KW-0808	Allosteric enzyme|Kinase|Transferase	GO:0005524|GO:0004340|GO:0005536	ATP binding|glucokinase activity|glucose binding
Q5AJ71	NCE103	KW-0456	Lyase	GO:0004089|GO:0008270	carbonate dehydratase activity|zinc ion binding
P04191	ATP2A1	KW-0378	Hydrolase	GO:0016887|GO:0005524|GO:0005509|GO:0005388	ATPase activity|ATP binding|calcium ion binding|calcium-transporting ATPase activity
P34949	MPI	KW-0413	Isomerase	GO:0004476|GO:0008270	mannose-6-phosphate isomerase activity|zinc ion binding
P35916	FLT4	KW-0418|KW-0675|KW-0808|KW-0829	Kinase|Receptor|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0019838|GO:0042803|GO:0019903|GO:0004714|GO:0005021|GO:0036328	ATP binding|growth factor binding|protein homodimerization activity|protein phosphatase binding|transmembrane receptor protein tyrosine kinase activity|vascular endothelial growth factor-activated receptor activity|VEGF-C-activated receptor activity
P42685	FRK	KW-0418|KW-0808|KW-0829	Kinase|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0004715|GO:0004713|GO:0005102	ATP binding|non-membrane spanning protein tyrosine kinase activity|protein tyrosine kinase activity|signaling receptor binding
Q15391	P2RY14	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0045028|GO:0045029	G-protein coupled purinergic nucleotide receptor activity|UDP-activated nucleotide receptor activity
Q86V86	PIM3	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0004674	ATP binding|protein serine/threonine kinase activity
P28562	DUSP1	KW-0378|KW-0904	Hydrolase|Protein phosphatase	GO:0019838|GO:0017017|GO:0051019|GO:0004722|GO:0008138|GO:0008330|GO:0004725	growth factor binding|MAP kinase tyrosine/serine/threonine phosphatase activity|mitogen-activated protein kinase binding|protein serine/threonine phosphatase activity|protein tyrosine/serine/threonine phosphatase activity|protein tyrosine/threonine phosphatase activity|protein tyrosine phosphatase activity
P30518	AVPR2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0042277|GO:0005000	peptide binding|vasopressin receptor activity
P37288	AVPR1A	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0042277|GO:0017046|GO:0005080|GO:0031894|GO:0005000	peptide binding|peptide hormone binding|protein kinase C binding|V1A vasopressin receptor binding|vasopressin receptor activity
Q00788	Avpr2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0017046|GO:0005000	peptide hormone binding|vasopressin receptor activity
P29275	ADORA2B	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0001609	G-protein coupled adenosine receptor activity
P35375	Ptger1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0031748|GO:0004957	D1 dopamine receptor binding|prostaglandin E receptor activity
Q62053	Ptger2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004957	prostaglandin E receptor activity
P32240	Ptger4	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004957	prostaglandin E receptor activity
P30557	Ptger3	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004957	prostaglandin E receptor activity
P00921	CA2	KW-0456	Lyase	GO:0004089|GO:0008270	carbonate dehydratase activity|zinc ion binding
P06710	dnaX	KW-0239|KW-0548|KW-0808	DNA-directed DNA polymerase|Nucleotidyltransferase|Transferase	GO:0016887|GO:0005524|GO:0003677|GO:0003887|GO:0030337|GO:0042802|GO:0017111	ATPase activity|ATP binding|DNA binding|DNA-directed DNA polymerase activity|DNA polymerase processivity factor activity|identical protein binding|nucleoside-triphosphatase activity
P00787	Ctsb	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0004197|GO:0004175|GO:0030984|GO:0042277|GO:0044877|GO:0043621	cysteine-type endopeptidase activity|endopeptidase activity|kininogen binding|peptide binding|protein-containing complex binding|protein self-association
Q9R1T3	Ctsz	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0004180|GO:0004197	carboxypeptidase activity|cysteine-type endopeptidase activity
P00786	Ctsh	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0004177|GO:0008656|GO:0004197|GO:0030108|GO:0030984|GO:0044877|GO:0043621|GO:0004252|GO:0070324	aminopeptidase activity|cysteine-type endopeptidase activator activity involved in apoptotic process|cysteine-type endopeptidase activity|HLA-A specific activating MHC class I receptor activity|kininogen binding|protein-containing complex binding|protein self-association|serine-type endopeptidase activity|thyroid hormone binding
O89017	Lgmn	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0004197|GO:0008233	cysteine-type endopeptidase activity|peptidase activity
P10605	Ctsb	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0005518|GO:0004197|GO:0008234|GO:0004175|GO:0030984|GO:0008233|GO:0042277|GO:0044877|GO:0043621|GO:0043394	collagen binding|cysteine-type endopeptidase activity|cysteine-type peptidase activity|endopeptidase activity|kininogen binding|peptidase activity|peptide binding|protein-containing complex binding|protein self-association|proteoglycan binding
P06797	Ctsl	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0004177|GO:0016807|GO:0004197|GO:0042393|GO:0030984|GO:0042277|GO:0044877	aminopeptidase activity|cysteine-type carboxypeptidase activity|cysteine-type endopeptidase activity|histone binding|kininogen binding|peptide binding|protein-containing complex binding
P70677	Casp3	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0004190|GO:0004861|GO:0004197|GO:0097153|GO:0097199|GO:0097200|GO:0008234|GO:0005123|GO:0008233|GO:0016005|GO:0002020|GO:0044877|GO:0004252	aspartic-type endopeptidase activity|cyclin-dependent protein serine/threonine kinase inhibitor activity|cysteine-type endopeptidase activity|cysteine-type endopeptidase activity involved in apoptotic process|cysteine-type endopeptidase activity involved in apoptotic signaling pathway|cysteine-type endopeptidase activity involved in execution phase of apoptosis|cysteine-type peptidase activity|death receptor binding|peptidase activity|phospholipase A2 activator activity|protease binding|protein-containing complex binding|serine-type endopeptidase activity
P62343	CPK1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0005509|GO:0004674	ATP binding|calcium ion binding|protein serine/threonine kinase activity
Q13546	RIPK1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0070513|GO:0005123|GO:0042802|GO:0044877|GO:0004672|GO:0004674|GO:0031625	ATP binding|death domain binding|death receptor binding|identical protein binding|protein-containing complex binding|protein kinase activity|protein serine/threonine kinase activity|ubiquitin protein ligase binding
P21552	Wnt2	KW-0217	Developmental protein	GO:0005125|GO:0005109|GO:0048018	cytokine activity|frizzled binding|receptor ligand activity
Q13393	PLD1	KW-0378	Hydrolase	GO:0070290|GO:0035091|GO:0004630	N-acylphosphatidylethanolamine-specific phospholipase D activity|phosphatidylinositol binding|phospholipase D activity
P28585	bla	KW-0378	Hydrolase	GO:0008800	beta-lactamase activity
P00811	ampC	KW-0378	Hydrolase	GO:0008800	beta-lactamase activity
P13051	UNG	KW-0378	Hydrolase	GO:0003684|GO:0043024|GO:0004844	damaged DNA binding|ribosomal small subunit binding|uracil DNA N-glycosylase activity
Q9UKV0	HDAC9	KW-0156|KW-0378|KW-0678	Chromatin regulator|Hydrolase|Repressor	GO:0004407|GO:0042826|GO:0046872|GO:0032041|GO:0033558|GO:0005080|GO:0070491|GO:0003714|GO:0008134	histone deacetylase activity|histone deacetylase binding|metal ion binding|NAD-dependent histone deacetylase activity (H3-K14 specific)|protein deacetylase activity|protein kinase C binding|repressing transcription factor binding|transcription corepressor activity|transcription factor binding
P33981	TTK	KW-0418|KW-0723|KW-0808|KW-0829	Kinase|Serine/threonine-protein kinase|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0043515|GO:0042803|GO:0004712|GO:0004674|GO:0004713	ATP binding|kinetochore binding|protein homodimerization activity|protein serine/threonine/tyrosine kinase activity|protein serine/threonine kinase activity|protein tyrosine kinase activity
Q99527	GPER1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0003682|GO:0030284|GO:0004930|GO:0017082|GO:0005496|GO:1990239	chromatin binding|estrogen receptor activity|G-protein coupled receptor activity|mineralocorticoid receptor activity|steroid binding|steroid hormone binding
B5Y1L0	mtnN	KW-0378	Hydrolase	GO:0008782|GO:0008930	adenosylhomocysteine nucleosidase activity|methylthioadenosine nucleosidase activity
Q5HFG2	mtnN	KW-0378	Hydrolase	GO:0008782|GO:0008930	adenosylhomocysteine nucleosidase activity|methylthioadenosine nucleosidase activity
P14324	FDPS	KW-0808	Transferase	GO:0004161|GO:0004337|GO:0046872|GO:0003723	dimethylallyltranstransferase activity|geranyltranstransferase activity|metal ion binding|RNA binding
Q96C86	DCPS	KW-0378	Hydrolase	GO:0004532|GO:0050072|GO:0000340	exoribonuclease activity|m7G(5')pppN diphosphatase activity|RNA 7-methylguanosine cap binding
P08631	HCK	KW-0418|KW-0808|KW-0829	Kinase|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0004715|GO:0001784|GO:0004713|GO:0005102	ATP binding|non-membrane spanning protein tyrosine kinase activity|phosphotyrosine residue binding|protein tyrosine kinase activity|signaling receptor binding
O60502	OGA	KW-0326|KW-0378	Glycosidase|Hydrolase	GO:0102571|GO:0102167|GO:0102166|GO:0016231|GO:0004415	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity|[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine O-N-acetyl-alpha-D-glucosaminase activity|[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine O-N-acetyl-alpha-D-glucosaminase activity|beta-N-acetylglucosaminidase activity|hyalurononglucosaminidase activity
P07686	HEXB	KW-0326|KW-0378	Glycosidase|Hydrolase	GO:0008375|GO:0004563|GO:0102148|GO:0046982|GO:0042803	acetylglucosaminyltransferase activity|beta-N-acetylhexosaminidase activity|N-acetyl-beta-D-galactosaminidase activity|protein heterodimerization activity|protein homodimerization activity
Q8NG68	TTL	KW-0436	Ligase	GO:0005524|GO:0004835	ATP binding|tubulin-tyrosine ligase activity
O08663	Metap2	KW-0031|KW-0378|KW-0645	Aminopeptidase|Hydrolase|Protease	GO:0004177|GO:0046872|GO:0008235	aminopeptidase activity|metal ion binding|metalloexopeptidase activity
Q00985	N/A	KW-0560	Oxidoreductase	GO:0009815|GO:0031418|GO:0046872	1-aminocyclopropane-1-carboxylate oxidase activity|L-ascorbic acid binding|metal ion binding
P16444	DPEP1	KW-0224|KW-0378|KW-0482|KW-0645	Dipeptidase|Hydrolase|Metalloprotease|Protease	GO:0043027|GO:0016805|GO:0008239|GO:0034235|GO:0070573|GO:0008235|GO:0072341|GO:0008270	cysteine-type endopeptidase inhibitor activity involved in apoptotic process|dipeptidase activity|dipeptidyl-peptidase activity|GPI anchor binding|metallodipeptidase activity|metalloexopeptidase activity|modified amino acid binding|zinc ion binding
P05888	gag	KW-0694|KW-0543	RNA-binding|Viral nucleoprotein	GO:0043565|GO:0005198|GO:0000049|GO:0008270	sequence-specific DNA binding|structural molecule activity|tRNA binding|zinc ion binding
Q92918	MAP4K1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0008349|GO:0004672|GO:0004674	ATP binding|MAP kinase kinase kinase kinase activity|protein kinase activity|protein serine/threonine kinase activity
Q8IVH8	MAP4K3	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0008349|GO:0004672|GO:0004674	ATP binding|MAP kinase kinase kinase kinase activity|protein kinase activity|protein serine/threonine kinase activity
Q12866	MERTK	KW-0418|KW-0675|KW-0808|KW-0829	Kinase|Receptor|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0004714	ATP binding|transmembrane receptor protein tyrosine kinase activity
Q9HBH9	MKNK2	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0009931|GO:0005516|GO:0004683|GO:0046872|GO:0004674	ATP binding|calcium-dependent protein serine/threonine kinase activity|calmodulin binding|calmodulin-dependent protein kinase activity|metal ion binding|protein serine/threonine kinase activity
Q13043	STK4	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0042802|GO:0000287|GO:0046983|GO:0042803|GO:0004672|GO:0043539|GO:0004674|GO:0008134	ATP binding|identical protein binding|magnesium ion binding|protein dimerization activity|protein homodimerization activity|protein kinase activity|protein serine/threonine kinase activator activity|protein serine/threonine kinase activity|transcription factor binding
O15146	MUSK	KW-0217|KW-0418|KW-0514|KW-0675|KW-0808|KW-0829	Developmental protein|Kinase|Muscle protein|Receptor|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0046872|GO:0004713|GO:0004714	ATP binding|metal ion binding|protein tyrosine kinase activity|transmembrane receptor protein tyrosine kinase activity
